"workspace_revision","id","version","account","date","posting_date","description","amount","currency","balance","anchor","review","duplicate_candidates","transfer_peer","merchant"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:70","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 68","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":70,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:71","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 69","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":71,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:72","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 70","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":72,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:73","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 71","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":73,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:74","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 72","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":74,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:75","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 73","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":75,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:76","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 74","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":76,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:77","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 75","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":77,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:78","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 76","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":78,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:79","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 77","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":79,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:80","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 78","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":80,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:81","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 79","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":81,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:82","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 80","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":82,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:83","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 81","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":83,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:84","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 82","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":84,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:85","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 83","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":85,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:86","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 84","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":86,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:87","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 85","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":87,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:88","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 86","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":88,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:89","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 87","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":89,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:90","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 88","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":90,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:91","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 89","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":91,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:92","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 90","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":92,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:93","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 91","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":93,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:94","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 92","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":94,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:95","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 93","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":95,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:96","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 94","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":96,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:97","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 95","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":97,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:98","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 96","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":98,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:99","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 97","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":99,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:100","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 98","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":100,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:101","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 99","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":101,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:102","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 100","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":102,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:103","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 101","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":103,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:104","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 102","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":104,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:105","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 103","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":105,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:106","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 104","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":106,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:107","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 105","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":107,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:108","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 106","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":108,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:109","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 107","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":109,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:110","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 108","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":110,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:111","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 109","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":111,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:112","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 110","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":112,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:113","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 111","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":113,""column"":""amount""}","text:pending","json:[]","null","null"
"uint:4","text:32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d:114","uint:1","text:000042","date:2024-02-29","null","text:Synthetic payment 112","decimal:-0.10000001","text:AUD","null","json:{""kind"":""cell"",""evidence_id"":""32373fa159959ea7844c841a9c027144eeabc1d15827732e98ec6930369fc78d"",""sheet"":""CSV"",""row"":114,""column"":""amount""}","text:pending","json:[]","null","null"
